"","year_el","state","pc_no","n_college"
"1",1989,"andaman and nicobar islands",1,1
"2",1989,"assam",1,1
"3",1989,"assam",2,1
"4",1989,"assam",5,4
"5",1989,"assam",6,2
"6",1989,"assam",7,2
"7",1989,"assam",8,1
"8",1989,"assam",9,2
"9",1989,"assam",10,5
"10",1989,"assam",11,4
"11",1989,"assam",12,2
"12",1989,"assam",13,2
"13",1989,"assam",14,2
"14",1989,"bihar",15,1
"15",1989,"chandigarh",1,1
"16",1989,"chhattisgarh",1,2
"17",1989,"chhattisgarh",2,1
"18",1989,"chhattisgarh",3,1
"19",1989,"chhattisgarh",4,5
"20",1989,"chhattisgarh",5,1
"21",1989,"chhattisgarh",6,9
"22",1989,"chhattisgarh",7,2
"23",1989,"chhattisgarh",8,1
"24",1989,"chhattisgarh",9,1
"25",1989,"chhattisgarh",10,6
"26",1989,"chhattisgarh",11,8
"27",1989,"daman and diu",1,1
"28",1989,"delhi",2,1
"29",1989,"delhi",3,1
"30",1989,"delhi",7,1
"31",1989,"goa",1,2
"32",1989,"goa",2,2
"33",1989,"gujarat",1,2
"34",1989,"gujarat",3,1
"35",1989,"gujarat",4,3
"36",1989,"gujarat",9,1
"37",1989,"gujarat",10,1
"38",1989,"gujarat",11,2
"39",1989,"gujarat",13,1
"40",1989,"gujarat",15,4
"41",1989,"gujarat",17,2
"42",1989,"gujarat",18,2
"43",1989,"gujarat",23,2
"44",1989,"gujarat",25,1
"45",1989,"gujarat",26,2
"46",1989,"haryana",4,1
"47",1989,"haryana",5,1
"48",1989,"haryana",6,2
"49",1989,"haryana",7,1
"50",1989,"himachal pradesh",3,2
"51",1989,"jammu and kashmir",5,2
"52",1989,"jammu and kashmir",6,1
"53",1989,"jharkhand",2,1
"54",1989,"jharkhand",8,1
"55",1989,"jharkhand",10,1
"56",1989,"karnataka",1,4
"57",1989,"karnataka",2,4
"58",1989,"karnataka",5,1
"59",1989,"karnataka",6,3
"60",1989,"karnataka",7,1
"61",1989,"karnataka",8,2
"62",1989,"karnataka",9,1
"63",1989,"karnataka",11,2
"64",1989,"karnataka",13,8
"65",1989,"karnataka",16,1
"66",1989,"karnataka",17,2
"67",1989,"karnataka",18,3
"68",1989,"karnataka",20,1
"69",1989,"karnataka",23,1
"70",1989,"karnataka",25,2
"71",1989,"karnataka",27,1
"72",1989,"karnataka",28,3
"73",1989,"kerala",4,2
"74",1989,"kerala",9,1
"75",1989,"kerala",11,1
"76",1989,"madhya pradesh",1,1
"77",1989,"madhya pradesh",2,4
"78",1989,"madhya pradesh",3,3
"79",1989,"madhya pradesh",4,1
"80",1989,"madhya pradesh",5,2
"81",1989,"madhya pradesh",6,4
"82",1989,"madhya pradesh",7,7
"83",1989,"madhya pradesh",8,3
"84",1989,"madhya pradesh",9,4
"85",1989,"madhya pradesh",10,4
"86",1989,"madhya pradesh",11,2
"87",1989,"madhya pradesh",12,3
"88",1989,"madhya pradesh",14,3
"89",1989,"madhya pradesh",15,2
"90",1989,"madhya pradesh",16,3
"91",1989,"madhya pradesh",17,1
"92",1989,"madhya pradesh",18,4
"93",1989,"madhya pradesh",19,4
"94",1989,"madhya pradesh",20,2
"95",1989,"madhya pradesh",22,2
"96",1989,"madhya pradesh",25,1
"97",1989,"madhya pradesh",26,2
"98",1989,"madhya pradesh",27,2
"99",1989,"madhya pradesh",28,1
"100",1989,"madhya pradesh",29,1
"101",1989,"maharashtra",1,1
"102",1989,"maharashtra",2,2
"103",1989,"maharashtra",3,12
"104",1989,"maharashtra",5,3
"105",1989,"maharashtra",6,5
"106",1989,"maharashtra",7,4
"107",1989,"maharashtra",8,2
"108",1989,"maharashtra",9,2
"109",1989,"maharashtra",10,10
"110",1989,"maharashtra",11,3
"111",1989,"maharashtra",12,4
"112",1989,"maharashtra",13,8
"113",1989,"maharashtra",14,6
"114",1989,"maharashtra",15,7
"115",1989,"maharashtra",16,5
"116",1989,"maharashtra",17,5
"117",1989,"maharashtra",18,3
"118",1989,"maharashtra",19,3
"119",1989,"maharashtra",20,5
"120",1989,"maharashtra",21,4
"121",1989,"maharashtra",22,3
"122",1989,"maharashtra",23,17
"123",1989,"maharashtra",24,5
"124",1989,"maharashtra",25,3
"125",1989,"maharashtra",26,6
"126",1989,"maharashtra",27,7
"127",1989,"maharashtra",28,3
"128",1989,"maharashtra",29,6
"129",1989,"maharashtra",30,8
"130",1989,"maharashtra",31,2
"131",1989,"maharashtra",32,1
"132",1989,"maharashtra",33,14
"133",1989,"maharashtra",34,6
"134",1989,"maharashtra",35,6
"135",1989,"maharashtra",36,8
"136",1989,"maharashtra",37,7
"137",1989,"maharashtra",38,3
"138",1989,"maharashtra",39,8
"139",1989,"maharashtra",40,4
"140",1989,"maharashtra",41,4
"141",1989,"maharashtra",42,9
"142",1989,"maharashtra",43,7
"143",1989,"maharashtra",44,2
"144",1989,"maharashtra",45,7
"145",1989,"maharashtra",46,4
"146",1989,"maharashtra",47,5
"147",1989,"maharashtra",48,13
"148",1989,"manipur",2,1
"149",1989,"meghalaya",2,1
"150",1989,"mizoram",1,1
"151",1989,"odisha",1,8
"152",1989,"odisha",2,3
"153",1989,"odisha",3,3
"154",1989,"odisha",4,12
"155",1989,"odisha",5,2
"156",1989,"odisha",6,2
"157",1989,"odisha",7,1
"158",1989,"odisha",8,5
"159",1989,"odisha",9,5
"160",1989,"odisha",10,1
"161",1989,"odisha",11,3
"162",1989,"odisha",13,1
"163",1989,"odisha",14,1
"164",1989,"odisha",15,4
"165",1989,"odisha",16,1
"166",1989,"odisha",17,7
"167",1989,"odisha",18,2
"168",1989,"odisha",19,3
"169",1989,"odisha",20,1
"170",1989,"odisha",21,3
"171",1989,"puducherry",1,2
"172",1989,"punjab",1,2
"173",1989,"punjab",3,2
"174",1989,"punjab",5,1
"175",1989,"punjab",7,1
"176",1989,"punjab",9,4
"177",1989,"punjab",11,2
"178",1989,"punjab",12,2
"179",1989,"punjab",13,1
"180",1989,"rajasthan",2,2
"181",1989,"rajasthan",3,1
"182",1989,"rajasthan",5,1
"183",1989,"rajasthan",6,7
"184",1989,"rajasthan",9,3
"185",1989,"rajasthan",11,2
"186",1989,"rajasthan",13,2
"187",1989,"rajasthan",14,2
"188",1989,"rajasthan",16,4
"189",1989,"rajasthan",19,1
"190",1989,"rajasthan",20,1
"191",1989,"rajasthan",21,1
"192",1989,"rajasthan",22,1
"193",1989,"rajasthan",23,2
"194",1989,"rajasthan",24,2
"195",1989,"rajasthan",25,2
"196",1989,"sikkim",1,3
"197",1989,"tamil nadu",1,1
"198",1989,"tamil nadu",7,2
"199",1989,"tamil nadu",10,1
"200",1989,"tamil nadu",16,2
"201",1989,"tamil nadu",17,2
"202",1989,"tamil nadu",18,1
"203",1989,"tamil nadu",20,3
"204",1989,"tamil nadu",24,1
"205",1989,"tamil nadu",26,1
"206",1989,"tamil nadu",31,1
"207",1989,"tamil nadu",35,2
"208",1989,"tamil nadu",36,1
"209",1989,"telangana",28,1
"210",1989,"telangana",29,1
"211",1989,"telangana",30,4
"212",1989,"telangana",31,16
"213",1989,"telangana",33,1
"214",1989,"telangana",34,1
"215",1989,"telangana",35,1
"216",1989,"telangana",36,1
"217",1989,"telangana",37,1
"218",1989,"telangana",38,2
"219",1989,"telangana",40,2
"220",1989,"telangana",41,2
"221",1989,"telangana",42,2
"222",1989,"uttar pradesh",1,1
"223",1989,"uttar pradesh",7,1
"224",1989,"uttar pradesh",9,2
"225",1989,"uttar pradesh",13,1
"226",1989,"uttar pradesh",16,3
"227",1989,"uttar pradesh",18,1
"228",1989,"uttar pradesh",23,1
"229",1989,"uttar pradesh",25,2
"230",1989,"uttar pradesh",34,1
"231",1989,"uttar pradesh",36,1
"232",1989,"uttar pradesh",43,1
"233",1989,"uttar pradesh",46,1
"234",1989,"uttar pradesh",47,1
"235",1989,"uttar pradesh",49,2
"236",1989,"uttar pradesh",52,1
"237",1989,"uttar pradesh",53,1
"238",1989,"uttar pradesh",54,1
"239",1989,"uttar pradesh",57,2
"240",1989,"uttar pradesh",59,1
"241",1989,"uttar pradesh",60,1
"242",1989,"uttar pradesh",62,1
"243",1989,"uttar pradesh",63,1
"244",1989,"uttar pradesh",65,1
"245",1989,"uttar pradesh",75,2
"246",1989,"uttar pradesh",77,1
"247",1989,"uttar pradesh",78,1
"248",1989,"uttar pradesh",79,1
"249",1989,"uttarakhand",1,1
"250",1989,"uttarakhand",2,1
"251",1989,"uttarakhand",3,3
"252",1989,"uttarakhand",4,1
"253",1989,"uttarakhand",5,1
"254",1989,"west bengal",4,2
"255",1989,"west bengal",7,1
"256",1989,"west bengal",18,1
"257",1989,"west bengal",23,1
"258",1989,"west bengal",27,1
"259",1989,"west bengal",31,1
"260",1991,"assam",1,5
"261",1991,"assam",2,4
"262",1991,"assam",3,6
"263",1991,"assam",4,8
"264",1991,"assam",5,6
"265",1991,"assam",6,15
"266",1991,"assam",7,16
"267",1991,"assam",8,6
"268",1991,"assam",9,4
"269",1991,"assam",10,10
"270",1991,"assam",11,2
"271",1991,"assam",12,5
"272",1991,"assam",13,3
"273",1991,"assam",14,9
"274",1991,"assam",42,1
"275",1991,"bihar",4,1
"276",1991,"bihar",6,1
"277",1991,"bihar",7,1
"278",1991,"bihar",30,1
"279",1991,"bihar",32,1
"280",1991,"chandigarh",1,2
"281",1991,"chhattisgarh",3,2
"282",1991,"chhattisgarh",6,7
"283",1991,"chhattisgarh",7,2
"284",1991,"chhattisgarh",10,1
"285",1991,"dadra and nagar haveli",1,1
"286",1991,"daman and diu",1,1
"287",1991,"delhi",1,3
"288",1991,"delhi",2,3
"289",1991,"delhi",3,10
"290",1991,"delhi",4,7
"291",1991,"goa",1,3
"292",1991,"goa",2,7
"293",1991,"gujarat",1,2
"294",1991,"gujarat",2,1
"295",1991,"gujarat",3,4
"296",1991,"gujarat",4,6
"297",1991,"gujarat",5,3
"298",1991,"gujarat",6,6
"299",1991,"gujarat",7,5
"300",1991,"gujarat",8,2
"301",1991,"gujarat",9,2
"302",1991,"gujarat",10,8
"303",1991,"gujarat",11,13
"304",1991,"gujarat",12,3
"305",1991,"gujarat",13,2
"306",1991,"gujarat",14,2
"307",1991,"gujarat",15,7
"308",1991,"gujarat",16,3
"309",1991,"gujarat",17,2
"310",1991,"gujarat",18,4
"311",1991,"gujarat",19,1
"312",1991,"gujarat",20,2
"313",1991,"gujarat",21,4
"314",1991,"gujarat",22,3
"315",1991,"gujarat",23,3
"316",1991,"gujarat",24,9
"317",1991,"gujarat",25,2
"318",1991,"gujarat",26,2
"319",1991,"haryana",1,2
"320",1991,"haryana",2,4
"321",1991,"haryana",3,1
"322",1991,"haryana",4,4
"323",1991,"haryana",5,3
"324",1991,"haryana",6,5
"325",1991,"haryana",7,2
"326",1991,"haryana",8,5
"327",1991,"haryana",9,2
"328",1991,"haryana",10,1
"329",1991,"himachal pradesh",1,7
"330",1991,"himachal pradesh",2,7
"331",1991,"himachal pradesh",3,8
"332",1991,"himachal pradesh",4,5
"333",1991,"himachal pradesh",13,1
"334",1991,"jammu and kashmir",1,2
"335",1991,"jammu and kashmir",2,7
"336",1991,"jammu and kashmir",3,1
"337",1991,"jammu and kashmir",5,1
"338",1991,"jammu and kashmir",6,5
"339",1991,"jharkhand",4,1
"340",1991,"jharkhand",7,1
"341",1991,"karnataka",1,17
"342",1991,"karnataka",2,19
"343",1991,"karnataka",3,12
"344",1991,"karnataka",4,5
"345",1991,"karnataka",5,8
"346",1991,"karnataka",6,23
"347",1991,"karnataka",7,7
"348",1991,"karnataka",8,13
"349",1991,"karnataka",9,4
"350",1991,"karnataka",10,8
"351",1991,"karnataka",11,33
"352",1991,"karnataka",12,22
"353",1991,"karnataka",13,34
"354",1991,"karnataka",14,7
"355",1991,"karnataka",15,3
"356",1991,"karnataka",16,16
"357",1991,"karnataka",17,13
"358",1991,"karnataka",18,24
"359",1991,"karnataka",19,9
"360",1991,"karnataka",20,7
"361",1991,"karnataka",21,14
"362",1991,"karnataka",22,5
"363",1991,"karnataka",23,10
"364",1991,"karnataka",24,21
"365",1991,"karnataka",25,16
"366",1991,"karnataka",26,4
"367",1991,"karnataka",27,7
"368",1991,"karnataka",28,13
"369",1991,"karnataka",29,1
"370",1991,"kerala",1,6
"371",1991,"kerala",2,4
"372",1991,"kerala",3,2
"373",1991,"kerala",4,9
"374",1991,"kerala",5,11
"375",1991,"kerala",6,5
"376",1991,"kerala",7,1
"377",1991,"kerala",8,2
"378",1991,"kerala",9,4
"379",1991,"kerala",10,9
"380",1991,"kerala",11,7
"381",1991,"kerala",12,8
"382",1991,"kerala",13,12
"383",1991,"kerala",14,12
"384",1991,"kerala",15,3
"385",1991,"kerala",16,7
"386",1991,"kerala",17,7
"387",1991,"kerala",18,3
"388",1991,"kerala",19,3
"389",1991,"kerala",20,10
"390",1991,"kerala",61,1
"391",1991,"ladakh",4,3
"392",1991,"madhya pradesh",1,1
"393",1991,"madhya pradesh",2,1
"394",1991,"madhya pradesh",3,1
"395",1991,"madhya pradesh",5,2
"396",1991,"madhya pradesh",6,1
"397",1991,"madhya pradesh",9,1
"398",1991,"madhya pradesh",14,5
"399",1991,"madhya pradesh",16,2
"400",1991,"madhya pradesh",17,2
"401",1991,"madhya pradesh",18,17
"402",1991,"madhya pradesh",19,3
"403",1991,"madhya pradesh",22,1
"404",1991,"madhya pradesh",24,1
"405",1991,"madhya pradesh",26,15
"406",1991,"madhya pradesh",29,2
"407",1991,"madhya pradesh",76,1
"408",1991,"maharashtra",1,4
"409",1991,"maharashtra",2,6
"410",1991,"maharashtra",3,12
"411",1991,"maharashtra",6,5
"412",1991,"maharashtra",7,5
"413",1991,"maharashtra",8,13
"414",1991,"maharashtra",9,2
"415",1991,"maharashtra",10,24
"416",1991,"maharashtra",11,4
"417",1991,"maharashtra",12,11
"418",1991,"maharashtra",13,3
"419",1991,"maharashtra",14,9
"420",1991,"maharashtra",15,10
"421",1991,"maharashtra",16,2
"422",1991,"maharashtra",17,7
"423",1991,"maharashtra",18,11
"424",1991,"maharashtra",19,2
"425",1991,"maharashtra",20,7
"426",1991,"maharashtra",21,11
"427",1991,"maharashtra",22,7
"428",1991,"maharashtra",23,43
"429",1991,"maharashtra",24,11
"430",1991,"maharashtra",25,7
"431",1991,"maharashtra",26,15
"432",1991,"maharashtra",27,5
"433",1991,"maharashtra",28,11
"434",1991,"maharashtra",29,4
"435",1991,"maharashtra",30,7
"436",1991,"maharashtra",31,3
"437",1991,"maharashtra",32,5
"438",1991,"maharashtra",33,8
"439",1991,"maharashtra",34,6
"440",1991,"maharashtra",35,5
"441",1991,"maharashtra",36,4
"442",1991,"maharashtra",37,3
"443",1991,"maharashtra",38,5
"444",1991,"maharashtra",39,6
"445",1991,"maharashtra",40,8
"446",1991,"maharashtra",41,8
"447",1991,"maharashtra",42,18
"448",1991,"maharashtra",43,21
"449",1991,"maharashtra",44,7
"450",1991,"maharashtra",45,3
"451",1991,"maharashtra",46,8
"452",1991,"maharashtra",47,10
"453",1991,"maharashtra",48,6
"454",1991,"manipur",1,4
"455",1991,"manipur",2,6
"456",1991,"meghalaya",1,7
"457",1991,"meghalaya",2,3
"458",1991,"mizoram",1,5
"459",1991,"nagaland",1,16
"460",1991,"nagaland",23,1
"461",1991,"odisha",1,13
"462",1991,"odisha",2,15
"463",1991,"odisha",3,16
"464",1991,"odisha",4,13
"465",1991,"odisha",5,7
"466",1991,"odisha",6,10
"467",1991,"odisha",7,5
"468",1991,"odisha",8,10
"469",1991,"odisha",9,21
"470",1991,"odisha",10,3
"471",1991,"odisha",11,5
"472",1991,"odisha",12,3
"473",1991,"odisha",13,1
"474",1991,"odisha",14,8
"475",1991,"odisha",15,7
"476",1991,"odisha",16,8
"477",1991,"odisha",17,7
"478",1991,"odisha",18,14
"479",1991,"odisha",19,12
"480",1991,"odisha",20,7
"481",1991,"odisha",21,10
"482",1991,"puducherry",1,5
"483",1991,"puducherry",11,1
"484",1991,"punjab",1,5
"485",1991,"punjab",2,3
"486",1991,"punjab",3,1
"487",1991,"punjab",4,4
"488",1991,"punjab",5,3
"489",1991,"punjab",6,2
"490",1991,"punjab",7,5
"491",1991,"punjab",9,5
"492",1991,"punjab",10,2
"493",1991,"punjab",11,2
"494",1991,"punjab",12,6
"495",1991,"punjab",13,5
"496",1991,"rajasthan",1,3
"497",1991,"rajasthan",3,3
"498",1991,"rajasthan",4,2
"499",1991,"rajasthan",5,3
"500",1991,"rajasthan",6,7
"501",1991,"rajasthan",7,1
"502",1991,"rajasthan",8,3
"503",1991,"rajasthan",9,2
"504",1991,"rajasthan",10,1
"505",1991,"rajasthan",11,1
"506",1991,"rajasthan",12,2
"507",1991,"rajasthan",13,1
"508",1991,"rajasthan",14,3
"509",1991,"rajasthan",15,1
"510",1991,"rajasthan",16,2
"511",1991,"rajasthan",17,1
"512",1991,"rajasthan",18,2
"513",1991,"rajasthan",19,7
"514",1991,"rajasthan",20,2
"515",1991,"rajasthan",21,2
"516",1991,"rajasthan",23,1
"517",1991,"rajasthan",24,1
"518",1991,"rajasthan",25,2
"519",1991,"sikkim",1,4
"520",1991,"tamil nadu",1,10
"521",1991,"tamil nadu",2,14
"522",1991,"tamil nadu",3,15
"523",1991,"tamil nadu",4,5
"524",1991,"tamil nadu",5,5
"525",1991,"tamil nadu",6,2
"526",1991,"tamil nadu",7,3
"527",1991,"tamil nadu",8,1
"528",1991,"tamil nadu",9,6
"529",1991,"tamil nadu",10,1
"530",1991,"tamil nadu",11,2
"531",1991,"tamil nadu",13,3
"532",1991,"tamil nadu",14,9
"533",1991,"tamil nadu",15,5
"534",1991,"tamil nadu",16,6
"535",1991,"tamil nadu",17,14
"536",1991,"tamil nadu",18,1
"537",1991,"tamil nadu",19,9
"538",1991,"tamil nadu",20,26
"539",1991,"tamil nadu",21,3
"540",1991,"tamil nadu",22,2
"541",1991,"tamil nadu",23,3
"542",1991,"tamil nadu",24,6
"543",1991,"tamil nadu",25,2
"544",1991,"tamil nadu",27,7
"545",1991,"tamil nadu",28,3
"546",1991,"tamil nadu",30,3
"547",1991,"tamil nadu",31,2
"548",1991,"tamil nadu",32,1
"549",1991,"tamil nadu",33,3
"550",1991,"tamil nadu",34,6
"551",1991,"tamil nadu",35,2
"552",1991,"tamil nadu",36,2
"553",1991,"tamil nadu",37,2
"554",1991,"tamil nadu",38,5
"555",1991,"tamil nadu",39,3
"556",1991,"telangana",28,1
"557",1991,"telangana",29,7
"558",1991,"telangana",30,18
"559",1991,"telangana",31,74
"560",1991,"telangana",33,4
"561",1991,"telangana",34,5
"562",1991,"telangana",35,4
"563",1991,"telangana",37,7
"564",1991,"telangana",38,20
"565",1991,"telangana",40,13
"566",1991,"telangana",41,21
"567",1991,"telangana",42,13
"568",1991,"tripura",2,1
"569",1991,"uttar pradesh",2,2
"570",1991,"uttar pradesh",3,5
"571",1991,"uttar pradesh",4,2
"572",1991,"uttar pradesh",6,1
"573",1991,"uttar pradesh",7,4
"574",1991,"uttar pradesh",9,1
"575",1991,"uttar pradesh",10,2
"576",1991,"uttar pradesh",13,2
"577",1991,"uttar pradesh",15,2
"578",1991,"uttar pradesh",16,7
"579",1991,"uttar pradesh",18,1
"580",1991,"uttar pradesh",19,1
"581",1991,"uttar pradesh",20,1
"582",1991,"uttar pradesh",22,2
"583",1991,"uttar pradesh",23,1
"584",1991,"uttar pradesh",24,3
"585",1991,"uttar pradesh",25,1
"586",1991,"uttar pradesh",26,2
"587",1991,"uttar pradesh",27,2
"588",1991,"uttar pradesh",28,1
"589",1991,"uttar pradesh",30,1
"590",1991,"uttar pradesh",32,2
"591",1991,"uttar pradesh",33,1
"592",1991,"uttar pradesh",34,7
"593",1991,"uttar pradesh",35,1
"594",1991,"uttar pradesh",37,1
"595",1991,"uttar pradesh",38,3
"596",1991,"uttar pradesh",39,1
"597",1991,"uttar pradesh",40,3
"598",1991,"uttar pradesh",41,1
"599",1991,"uttar pradesh",43,3
"600",1991,"uttar pradesh",44,5
"601",1991,"uttar pradesh",45,5
"602",1991,"uttar pradesh",46,5
"603",1991,"uttar pradesh",47,2
"604",1991,"uttar pradesh",48,6
"605",1991,"uttar pradesh",49,1
"606",1991,"uttar pradesh",50,3
"607",1991,"uttar pradesh",52,3
"608",1991,"uttar pradesh",54,1
"609",1991,"uttar pradesh",55,2
"610",1991,"uttar pradesh",57,3
"611",1991,"uttar pradesh",58,2
"612",1991,"uttar pradesh",59,2
"613",1991,"uttar pradesh",60,2
"614",1991,"uttar pradesh",61,7
"615",1991,"uttar pradesh",62,1
"616",1991,"uttar pradesh",63,2
"617",1991,"uttar pradesh",65,1
"618",1991,"uttar pradesh",66,2
"619",1991,"uttar pradesh",70,2
"620",1991,"uttar pradesh",72,4
"621",1991,"uttar pradesh",73,4
"622",1991,"uttar pradesh",74,2
"623",1991,"uttar pradesh",75,3
"624",1991,"uttar pradesh",76,1
"625",1991,"uttar pradesh",77,7
"626",1991,"uttar pradesh",80,4
"627",1991,"uttarakhand",1,7
"628",1991,"uttarakhand",3,1
"629",1991,"uttarakhand",4,2
"630",1991,"west bengal",4,2
"631",1991,"west bengal",6,1
"632",1991,"west bengal",7,2
"633",1991,"west bengal",8,1
"634",1991,"west bengal",11,1
"635",1991,"west bengal",12,1
"636",1991,"west bengal",17,1
"637",1991,"west bengal",18,2
"638",1991,"west bengal",19,1
"639",1991,"west bengal",20,4
"640",1991,"west bengal",21,2
"641",1991,"west bengal",22,3
"642",1991,"west bengal",23,2
"643",1991,"west bengal",24,1
"644",1991,"west bengal",25,1
"645",1991,"west bengal",27,2
"646",1991,"west bengal",32,1
"647",1991,"west bengal",34,1
"648",1996,"arunachal pradesh",1,1
"649",1996,"arunachal pradesh",2,2
"650",1996,"assam",1,3
"651",1996,"assam",2,1
"652",1996,"assam",3,1
"653",1996,"assam",4,1
"654",1996,"assam",5,4
"655",1996,"assam",6,1
"656",1996,"assam",7,3
"657",1996,"assam",10,2
"658",1996,"assam",11,2
"659",1996,"assam",12,1
"660",1996,"assam",13,2
"661",1996,"assam",14,8
"662",1996,"bihar",7,2
"663",1996,"bihar",8,1
"664",1996,"bihar",32,2
"665",1996,"chhattisgarh",2,1
"666",1996,"chhattisgarh",3,1
"667",1996,"chhattisgarh",4,1
"668",1996,"chhattisgarh",5,1
"669",1996,"chhattisgarh",6,2
"670",1996,"chhattisgarh",8,1
"671",1996,"chhattisgarh",10,1
"672",1996,"delhi",1,1
"673",1996,"delhi",2,2
"674",1996,"delhi",3,9
"675",1996,"goa",1,1
"676",1996,"goa",2,1
"677",1996,"gujarat",2,2
"678",1996,"gujarat",4,2
"679",1996,"gujarat",6,2
"680",1996,"gujarat",7,1
"681",1996,"gujarat",9,1
"682",1996,"gujarat",10,1
"683",1996,"gujarat",11,6
"684",1996,"gujarat",12,3
"685",1996,"gujarat",13,1
"686",1996,"gujarat",14,1
"687",1996,"gujarat",15,2
"688",1996,"gujarat",19,1
"689",1996,"gujarat",20,7
"690",1996,"gujarat",23,1
"691",1996,"gujarat",25,2
"692",1996,"gujarat",26,2
"693",1996,"haryana",1,4
"694",1996,"haryana",2,1
"695",1996,"haryana",4,1
"696",1996,"haryana",5,3
"697",1996,"haryana",6,3
"698",1996,"haryana",7,3
"699",1996,"haryana",8,1
"700",1996,"haryana",9,2
"701",1996,"haryana",10,1
"702",1996,"himachal pradesh",1,3
"703",1996,"himachal pradesh",2,3
"704",1996,"himachal pradesh",3,2
"705",1996,"himachal pradesh",4,2
"706",1996,"himachal pradesh",18,1
"707",1996,"jammu and kashmir",1,2
"708",1996,"jammu and kashmir",2,1
"709",1996,"jammu and kashmir",6,1
"710",1996,"jharkhand",8,1
"711",1996,"karnataka",1,3
"712",1996,"karnataka",2,3
"713",1996,"karnataka",3,3
"714",1996,"karnataka",4,2
"715",1996,"karnataka",5,3
"716",1996,"karnataka",6,2
"717",1996,"karnataka",7,2
"718",1996,"karnataka",8,4
"719",1996,"karnataka",9,3
"720",1996,"karnataka",10,3
"721",1996,"karnataka",11,24
"722",1996,"karnataka",12,13
"723",1996,"karnataka",13,14
"724",1996,"karnataka",14,3
"725",1996,"karnataka",15,3
"726",1996,"karnataka",16,8
"727",1996,"karnataka",17,4
"728",1996,"karnataka",18,10
"729",1996,"karnataka",19,3
"730",1996,"karnataka",20,3
"731",1996,"karnataka",21,5
"732",1996,"karnataka",22,3
"733",1996,"karnataka",24,7
"734",1996,"karnataka",25,9
"735",1996,"karnataka",26,3
"736",1996,"karnataka",27,7
"737",1996,"karnataka",28,3
"738",1996,"kerala",1,2
"739",1996,"kerala",2,1
"740",1996,"kerala",4,4
"741",1996,"kerala",5,2
"742",1996,"kerala",7,1
"743",1996,"kerala",9,2
"744",1996,"kerala",11,1
"745",1996,"kerala",12,1
"746",1996,"kerala",14,3
"747",1996,"kerala",18,3
"748",1996,"kerala",20,1
"749",1996,"madhya pradesh",1,3
"750",1996,"madhya pradesh",2,2
"751",1996,"madhya pradesh",3,3
"752",1996,"madhya pradesh",4,1
"753",1996,"madhya pradesh",6,1
"754",1996,"madhya pradesh",7,1
"755",1996,"madhya pradesh",8,4
"756",1996,"madhya pradesh",13,1
"757",1996,"madhya pradesh",14,10
"758",1996,"madhya pradesh",15,1
"759",1996,"madhya pradesh",16,1
"760",1996,"madhya pradesh",17,1
"761",1996,"madhya pradesh",18,13
"762",1996,"madhya pradesh",20,2
"763",1996,"madhya pradesh",21,1
"764",1996,"madhya pradesh",23,2
"765",1996,"madhya pradesh",24,1
"766",1996,"madhya pradesh",26,9
"767",1996,"madhya pradesh",27,2
"768",1996,"madhya pradesh",28,1
"769",1996,"maharashtra",1,1
"770",1996,"maharashtra",2,4
"771",1996,"maharashtra",3,2
"772",1996,"maharashtra",5,1
"773",1996,"maharashtra",7,1
"774",1996,"maharashtra",8,4
"775",1996,"maharashtra",9,2
"776",1996,"maharashtra",10,5
"777",1996,"maharashtra",12,8
"778",1996,"maharashtra",14,3
"779",1996,"maharashtra",15,2
"780",1996,"maharashtra",17,5
"781",1996,"maharashtra",18,2
"782",1996,"maharashtra",21,4
"783",1996,"maharashtra",22,2
"784",1996,"maharashtra",23,9
"785",1996,"maharashtra",24,2
"786",1996,"maharashtra",25,1
"787",1996,"maharashtra",26,2
"788",1996,"maharashtra",27,3
"789",1996,"maharashtra",28,2
"790",1996,"maharashtra",29,1
"791",1996,"maharashtra",30,3
"792",1996,"maharashtra",31,2
"793",1996,"maharashtra",32,3
"794",1996,"maharashtra",33,5
"795",1996,"maharashtra",34,3
"796",1996,"maharashtra",35,1
"797",1996,"maharashtra",36,1
"798",1996,"maharashtra",37,1
"799",1996,"maharashtra",38,2
"800",1996,"maharashtra",39,2
"801",1996,"maharashtra",40,5
"802",1996,"maharashtra",41,3
"803",1996,"maharashtra",42,10
"804",1996,"maharashtra",43,2
"805",1996,"maharashtra",44,3
"806",1996,"maharashtra",46,1
"807",1996,"maharashtra",48,3
"808",1996,"manipur",1,2
"809",1996,"manipur",2,2
"810",1996,"meghalaya",1,3
"811",1996,"mizoram",1,1
"812",1996,"nagaland",1,6
"813",1996,"odisha",1,2
"814",1996,"odisha",2,1
"815",1996,"odisha",3,3
"816",1996,"odisha",4,3
"817",1996,"odisha",5,1
"818",1996,"odisha",6,1
"819",1996,"odisha",7,1
"820",1996,"odisha",8,1
"821",1996,"odisha",9,4
"822",1996,"odisha",10,3
"823",1996,"odisha",11,3
"824",1996,"odisha",12,5
"825",1996,"odisha",13,1
"826",1996,"odisha",14,4
"827",1996,"odisha",15,2
"828",1996,"odisha",16,1
"829",1996,"odisha",17,4
"830",1996,"odisha",18,5
"831",1996,"odisha",19,2
"832",1996,"odisha",20,2
"833",1996,"odisha",21,2
"834",1996,"puducherry",1,2
"835",1996,"punjab",1,2
