"","year_el","state","pc_no","n_college"
"2986",2014,"maharashtra",31,3
"2987",2014,"maharashtra",32,4
"2988",2014,"maharashtra",33,25
"2989",2014,"maharashtra",34,9
"2990",2014,"maharashtra",35,9
"2991",2014,"maharashtra",36,17
"2992",2014,"maharashtra",37,20
"2993",2014,"maharashtra",38,14
"2994",2014,"maharashtra",39,12
"2995",2014,"maharashtra",40,9
"2996",2014,"maharashtra",41,15
"2997",2014,"maharashtra",42,5
"2998",2014,"maharashtra",43,5
"2999",2014,"maharashtra",44,12
"3000",2014,"maharashtra",45,7
"3001",2014,"maharashtra",46,14
"3002",2014,"maharashtra",47,17
"3003",2014,"maharashtra",48,9
"3004",2014,"manipur",1,12
"3005",2014,"manipur",2,5
"3006",2014,"manipur",6,1
"3007",2014,"meghalaya",1,1
"3008",2014,"mizoram",1,6
"3009",2014,"nagaland",1,8
"3010",2014,"nagaland",2,1
"3011",2014,"nagaland",8,1
"3012",2014,"odisha",1,3
"3013",2014,"odisha",2,5
"3014",2014,"odisha",3,3
"3015",2014,"odisha",4,2
"3016",2014,"odisha",5,11
"3017",2014,"odisha",6,6
"3018",2014,"odisha",7,9
"3019",2014,"odisha",8,2
"3020",2014,"odisha",9,2
"3021",2014,"odisha",10,2
"3022",2014,"odisha",11,6
"3023",2014,"odisha",12,2
"3024",2014,"odisha",13,4
"3025",2014,"odisha",14,7
"3026",2014,"odisha",15,3
"3027",2014,"odisha",16,1
"3028",2014,"odisha",17,7
"3029",2014,"odisha",18,17
"3030",2014,"odisha",20,1
"3031",2014,"odisha",21,5
"3032",2014,"odisha",32,1
"3033",2014,"odisha",42,1
"3034",2014,"odisha",44,1
"3035",2014,"odisha",75,1
"3036",2014,"puducherry",1,5
"3037",2014,"punjab",1,7
"3038",2014,"punjab",2,10
"3039",2014,"punjab",3,3
"3040",2014,"punjab",4,14
"3041",2014,"punjab",5,12
"3042",2014,"punjab",6,11
"3043",2014,"punjab",7,5
"3044",2014,"punjab",8,6
"3045",2014,"punjab",9,13
"3046",2014,"punjab",10,15
"3047",2014,"punjab",11,21
"3048",2014,"punjab",12,9
"3049",2014,"punjab",13,20
"3050",2014,"punjab",28,1
"3051",2014,"punjab",30,1
"3052",2014,"punjab",35,1
"3053",2014,"rajasthan",1,34
"3054",2014,"rajasthan",2,14
"3055",2014,"rajasthan",3,29
"3056",2014,"rajasthan",4,38
"3057",2014,"rajasthan",5,47
"3058",2014,"rajasthan",6,20
"3059",2014,"rajasthan",7,55
"3060",2014,"rajasthan",8,9
"3061",2014,"rajasthan",9,40
"3062",2014,"rajasthan",10,17
"3063",2014,"rajasthan",11,23
"3064",2014,"rajasthan",12,26
"3065",2014,"rajasthan",13,10
"3066",2014,"rajasthan",14,30
"3067",2014,"rajasthan",15,25
"3068",2014,"rajasthan",16,23
"3069",2014,"rajasthan",17,31
"3070",2014,"rajasthan",18,22
"3071",2014,"rajasthan",19,30
"3072",2014,"rajasthan",20,28
"3073",2014,"rajasthan",21,24
"3074",2014,"rajasthan",22,15
"3075",2014,"rajasthan",23,7
"3076",2014,"rajasthan",24,16
"3077",2014,"rajasthan",25,19
"3078",2014,"rajasthan",30,1
"3079",2014,"sikkim",1,5
"3080",2014,"tamil nadu",1,11
"3081",2014,"tamil nadu",2,2
"3082",2014,"tamil nadu",3,3
"3083",2014,"tamil nadu",4,3
"3084",2014,"tamil nadu",5,4
"3085",2014,"tamil nadu",6,6
"3086",2014,"tamil nadu",7,3
"3087",2014,"tamil nadu",8,10
"3088",2014,"tamil nadu",9,7
"3089",2014,"tamil nadu",10,18
"3090",2014,"tamil nadu",11,2
"3091",2014,"tamil nadu",12,2
"3092",2014,"tamil nadu",13,3
"3093",2014,"tamil nadu",14,2
"3094",2014,"tamil nadu",15,16
"3095",2014,"tamil nadu",16,15
"3096",2014,"tamil nadu",17,7
"3097",2014,"tamil nadu",18,7
"3098",2014,"tamil nadu",19,4
"3099",2014,"tamil nadu",20,14
"3100",2014,"tamil nadu",21,11
"3101",2014,"tamil nadu",22,9
"3102",2014,"tamil nadu",23,4
"3103",2014,"tamil nadu",24,11
"3104",2014,"tamil nadu",25,7
"3105",2014,"tamil nadu",26,5
"3106",2014,"tamil nadu",27,1
"3107",2014,"tamil nadu",28,3
"3108",2014,"tamil nadu",29,10
"3109",2014,"tamil nadu",30,4
"3110",2014,"tamil nadu",31,2
"3111",2014,"tamil nadu",32,7
"3112",2014,"tamil nadu",33,4
"3113",2014,"tamil nadu",34,5
"3114",2014,"tamil nadu",35,7
"3115",2014,"tamil nadu",36,3
"3116",2014,"tamil nadu",37,5
"3117",2014,"tamil nadu",38,4
"3118",2014,"tamil nadu",39,7
"3119",2014,"telangana",1,24
"3120",2014,"telangana",2,10
"3121",2014,"telangana",3,22
"3122",2014,"telangana",4,12
"3123",2014,"telangana",5,3
"3124",2014,"telangana",6,25
"3125",2014,"telangana",7,40
"3126",2014,"telangana",8,17
"3127",2014,"telangana",9,6
"3128",2014,"telangana",10,16
"3129",2014,"telangana",11,12
"3130",2014,"telangana",12,7
"3131",2014,"telangana",13,19
"3132",2014,"telangana",14,12
"3133",2014,"telangana",15,14
"3134",2014,"telangana",16,8
"3135",2014,"telangana",17,12
"3136",2014,"telangana",47,1
"3137",2014,"tripura",1,3
"3138",2014,"tripura",2,1
"3139",2014,"tripura",24,1
"3140",2014,"uttar pradesh",1,32
"3141",2014,"uttar pradesh",2,13
"3142",2014,"uttar pradesh",3,15
"3143",2014,"uttar pradesh",4,32
"3144",2014,"uttar pradesh",5,16
"3145",2014,"uttar pradesh",6,31
"3146",2014,"uttar pradesh",7,19
"3147",2014,"uttar pradesh",8,15
"3148",2014,"uttar pradesh",9,24
"3149",2014,"uttar pradesh",10,47
"3150",2014,"uttar pradesh",11,31
"3151",2014,"uttar pradesh",12,21
"3152",2014,"uttar pradesh",13,45
"3153",2014,"uttar pradesh",14,12
"3154",2014,"uttar pradesh",15,38
"3155",2014,"uttar pradesh",16,36
"3156",2014,"uttar pradesh",17,41
"3157",2014,"uttar pradesh",18,56
"3158",2014,"uttar pradesh",19,19
"3159",2014,"uttar pradesh",20,43
"3160",2014,"uttar pradesh",21,35
"3161",2014,"uttar pradesh",22,31
"3162",2014,"uttar pradesh",23,9
"3163",2014,"uttar pradesh",24,7
"3164",2014,"uttar pradesh",25,24
"3165",2014,"uttar pradesh",26,19
"3166",2014,"uttar pradesh",27,18
"3167",2014,"uttar pradesh",28,29
"3168",2014,"uttar pradesh",29,8
"3169",2014,"uttar pradesh",30,21
"3170",2014,"uttar pradesh",31,23
"3171",2014,"uttar pradesh",32,13
"3172",2014,"uttar pradesh",33,30
"3173",2014,"uttar pradesh",34,40
"3174",2014,"uttar pradesh",35,23
"3175",2014,"uttar pradesh",36,25
"3176",2014,"uttar pradesh",37,16
"3177",2014,"uttar pradesh",38,41
"3178",2014,"uttar pradesh",39,35
"3179",2014,"uttar pradesh",40,36
"3180",2014,"uttar pradesh",41,39
"3181",2014,"uttar pradesh",42,42
"3182",2014,"uttar pradesh",43,35
"3183",2014,"uttar pradesh",44,47
"3184",2014,"uttar pradesh",45,24
"3185",2014,"uttar pradesh",46,32
"3186",2014,"uttar pradesh",47,40
"3187",2014,"uttar pradesh",48,24
"3188",2014,"uttar pradesh",49,21
"3189",2014,"uttar pradesh",50,42
"3190",2014,"uttar pradesh",51,27
"3191",2014,"uttar pradesh",52,42
"3192",2014,"uttar pradesh",53,24
"3193",2014,"uttar pradesh",54,41
"3194",2014,"uttar pradesh",55,39
"3195",2014,"uttar pradesh",56,16
"3196",2014,"uttar pradesh",57,4
"3197",2014,"uttar pradesh",58,5
"3198",2014,"uttar pradesh",59,17
"3199",2014,"uttar pradesh",60,9
"3200",2014,"uttar pradesh",61,11
"3201",2014,"uttar pradesh",62,16
"3202",2014,"uttar pradesh",63,23
"3203",2014,"uttar pradesh",64,28
"3204",2014,"uttar pradesh",65,20
"3205",2014,"uttar pradesh",66,26
"3206",2014,"uttar pradesh",67,2
"3207",2014,"uttar pradesh",69,23
"3208",2014,"uttar pradesh",70,6
"3209",2014,"uttar pradesh",71,15
"3210",2014,"uttar pradesh",72,21
"3211",2014,"uttar pradesh",73,22
"3212",2014,"uttar pradesh",74,3
"3213",2014,"uttar pradesh",75,18
"3214",2014,"uttar pradesh",76,23
"3215",2014,"uttar pradesh",77,23
"3216",2014,"uttar pradesh",78,26
"3217",2014,"uttar pradesh",79,24
"3218",2014,"uttar pradesh",80,20
"3219",2014,"uttarakhand",1,17
"3220",2014,"uttarakhand",2,15
"3221",2014,"uttarakhand",3,19
"3222",2014,"uttarakhand",4,26
"3223",2014,"uttarakhand",5,42
"3224",2014,"uttarakhand",7,1
"3225",2014,"uttarakhand",8,1
"3226",2014,"uttarakhand",9,1
"3227",2014,"uttarakhand",17,1
"3228",2014,"west bengal",1,5
"3229",2014,"west bengal",2,7
"3230",2014,"west bengal",3,6
"3231",2014,"west bengal",4,11
"3232",2014,"west bengal",5,14
"3233",2014,"west bengal",6,13
"3234",2014,"west bengal",7,12
"3235",2014,"west bengal",8,8
"3236",2014,"west bengal",9,29
"3237",2014,"west bengal",10,12
"3238",2014,"west bengal",11,29
"3239",2014,"west bengal",12,22
"3240",2014,"west bengal",13,16
"3241",2014,"west bengal",14,6
"3242",2014,"west bengal",15,3
"3243",2014,"west bengal",16,12
"3244",2014,"west bengal",17,18
"3245",2014,"west bengal",18,7
"3246",2014,"west bengal",20,3
"3247",2014,"west bengal",21,10
"3248",2014,"west bengal",22,9
"3249",2014,"west bengal",23,17
"3250",2014,"west bengal",24,2
"3251",2014,"west bengal",25,6
"3252",2014,"west bengal",26,4
"3253",2014,"west bengal",27,9
"3254",2014,"west bengal",28,8
"3255",2014,"west bengal",29,6
"3256",2014,"west bengal",30,14
"3257",2014,"west bengal",31,9
"3258",2014,"west bengal",32,12
"3259",2014,"west bengal",33,10
"3260",2014,"west bengal",34,28
"3261",2014,"west bengal",35,6
"3262",2014,"west bengal",36,12
"3263",2014,"west bengal",37,12
"3264",2014,"west bengal",38,6
"3265",2014,"west bengal",39,27
"3266",2014,"west bengal",40,6
"3267",2014,"west bengal",41,13
"3268",2014,"west bengal",42,22
"3269",2019,"assam",8,1
"3270",2019,"bihar",2,1
"3271",2019,"bihar",6,1
"3272",2019,"bihar",8,1
"3273",2019,"bihar",9,1
"3274",2019,"bihar",16,1
"3275",2019,"bihar",19,1
"3276",2019,"bihar",20,1
"3277",2019,"bihar",23,1
"3278",2019,"bihar",29,2
"3279",2019,"bihar",30,2
"3280",2019,"bihar",34,1
"3281",2019,"bihar",37,1
"3282",2019,"bihar",40,2
"3283",2019,"chhattisgarh",2,3
"3284",2019,"chhattisgarh",3,6
"3285",2019,"chhattisgarh",5,1
"3286",2019,"chhattisgarh",6,2
"3287",2019,"chhattisgarh",7,7
"3288",2019,"chhattisgarh",8,2
"3289",2019,"chhattisgarh",10,2
"3290",2019,"gujarat",1,1
"3291",2019,"gujarat",2,2
"3292",2019,"gujarat",3,1
"3293",2019,"gujarat",4,4
"3294",2019,"gujarat",5,4
"3295",2019,"gujarat",6,10
"3296",2019,"gujarat",7,2
"3297",2019,"gujarat",8,8
"3298",2019,"gujarat",10,2
"3299",2019,"gujarat",12,1
"3300",2019,"gujarat",13,1
"3301",2019,"gujarat",14,1
"3302",2019,"gujarat",15,1
"3303",2019,"gujarat",18,3
"3304",2019,"gujarat",21,1
"3305",2019,"gujarat",22,1
"3306",2019,"gujarat",24,1
"3307",2019,"haryana",1,2
"3308",2019,"haryana",3,1
"3309",2019,"haryana",4,1
"3310",2019,"haryana",5,2
"3311",2019,"haryana",6,2
"3312",2019,"haryana",8,2
"3313",2019,"haryana",9,2
"3314",2019,"haryana",10,2
"3315",2019,"haryana",45,1
"3316",2019,"himachal pradesh",1,1
"3317",2019,"himachal pradesh",2,4
"3318",2019,"himachal pradesh",3,2
"3319",2019,"himachal pradesh",4,2
"3320",2019,"himachal pradesh",19,1
"3321",2019,"jammu and kashmir",1,1
"3322",2019,"jammu and kashmir",3,1
"3323",2019,"jammu and kashmir",5,8
"3324",2019,"jammu and kashmir",6,12
"3325",2019,"jharkhand",7,1
"3326",2019,"jharkhand",8,3
"3327",2019,"jharkhand",12,1
"3328",2019,"jharkhand",13,1
"3329",2019,"jharkhand",14,1
"3330",2019,"karnataka",1,3
"3331",2019,"karnataka",2,3
"3332",2019,"karnataka",3,5
"3333",2019,"karnataka",4,8
"3334",2019,"karnataka",5,24
"3335",2019,"karnataka",6,18
"3336",2019,"karnataka",7,17
"3337",2019,"karnataka",8,5
"3338",2019,"karnataka",9,5
"3339",2019,"karnataka",10,2
"3340",2019,"karnataka",11,2
"3341",2019,"karnataka",14,5
"3342",2019,"karnataka",15,3
"3343",2019,"karnataka",16,4
"3344",2019,"karnataka",17,15
"3345",2019,"karnataka",18,1
"3346",2019,"karnataka",19,5
"3347",2019,"karnataka",20,5
"3348",2019,"karnataka",21,3
"3349",2019,"karnataka",23,14
"3350",2019,"karnataka",24,20
"3351",2019,"karnataka",25,18
"3352",2019,"karnataka",26,17
"3353",2019,"karnataka",27,21
"3354",2019,"karnataka",28,6
"3355",2019,"kerala",11,3
"3356",2019,"kerala",20,1
"3357",2019,"madhya pradesh",1,1
"3358",2019,"madhya pradesh",2,2
"3359",2019,"madhya pradesh",3,5
"3360",2019,"madhya pradesh",5,3
"3361",2019,"madhya pradesh",6,1
"3362",2019,"madhya pradesh",9,1
"3363",2019,"madhya pradesh",13,1
"3364",2019,"madhya pradesh",15,1
"3365",2019,"madhya pradesh",18,2
"3366",2019,"madhya pradesh",19,8
"3367",2019,"madhya pradesh",21,1
"3368",2019,"madhya pradesh",23,1
"3369",2019,"madhya pradesh",24,1
"3370",2019,"madhya pradesh",26,3
"3371",2019,"madhya pradesh",27,1
"3372",2019,"maharashtra",1,1
"3373",2019,"maharashtra",2,2
"3374",2019,"maharashtra",3,2
"3375",2019,"maharashtra",5,3
"3376",2019,"maharashtra",6,2
"3377",2019,"maharashtra",7,2
"3378",2019,"maharashtra",8,5
"3379",2019,"maharashtra",9,4
"3380",2019,"maharashtra",10,7
"3381",2019,"maharashtra",11,9
"3382",2019,"maharashtra",12,2
"3383",2019,"maharashtra",13,1
"3384",2019,"maharashtra",14,4
"3385",2019,"maharashtra",15,4
"3386",2019,"maharashtra",16,2
"3387",2019,"maharashtra",17,3
"3388",2019,"maharashtra",18,11
"3389",2019,"maharashtra",19,11
"3390",2019,"maharashtra",20,2
"3391",2019,"maharashtra",21,6
"3392",2019,"maharashtra",22,2
"3393",2019,"maharashtra",23,2
"3394",2019,"maharashtra",24,9
"3395",2019,"maharashtra",27,2
"3396",2019,"maharashtra",30,1
"3397",2019,"maharashtra",31,1
"3398",2019,"maharashtra",32,3
"3399",2019,"maharashtra",33,4
"3400",2019,"maharashtra",34,11
"3401",2019,"maharashtra",35,5
"3402",2019,"maharashtra",36,7
"3403",2019,"maharashtra",37,6
"3404",2019,"maharashtra",38,13
"3405",2019,"maharashtra",39,5
"3406",2019,"maharashtra",40,2
"3407",2019,"maharashtra",41,5
"3408",2019,"maharashtra",42,4
"3409",2019,"maharashtra",43,4
"3410",2019,"maharashtra",44,1
"3411",2019,"maharashtra",45,1
"3412",2019,"maharashtra",46,5
"3413",2019,"maharashtra",47,8
"3414",2019,"maharashtra",48,2
"3415",2019,"manipur",1,2
"3416",2019,"manipur",2,3
"3417",2019,"odisha",5,1
"3418",2019,"odisha",8,2
"3419",2019,"odisha",12,1
"3420",2019,"odisha",16,1
"3421",2019,"odisha",18,1
"3422",2019,"punjab",1,2
"3423",2019,"punjab",7,2
"3424",2019,"punjab",10,3
"3425",2019,"punjab",12,1
"3426",2019,"punjab",13,3
"3427",2019,"rajasthan",1,12
"3428",2019,"rajasthan",2,5
"3429",2019,"rajasthan",3,4
"3430",2019,"rajasthan",4,7
"3431",2019,"rajasthan",5,11
"3432",2019,"rajasthan",6,7
"3433",2019,"rajasthan",7,3
"3434",2019,"rajasthan",8,4
"3435",2019,"rajasthan",9,7
"3436",2019,"rajasthan",10,4
"3437",2019,"rajasthan",11,8
"3438",2019,"rajasthan",12,4
"3439",2019,"rajasthan",13,4
"3440",2019,"rajasthan",14,7
"3441",2019,"rajasthan",15,2
"3442",2019,"rajasthan",16,3
"3443",2019,"rajasthan",17,3
"3444",2019,"rajasthan",18,3
"3445",2019,"rajasthan",19,4
"3446",2019,"rajasthan",20,2
"3447",2019,"rajasthan",21,2
"3448",2019,"rajasthan",22,3
"3449",2019,"rajasthan",23,3
"3450",2019,"rajasthan",24,3
"3451",2019,"rajasthan",25,3
"3452",2019,"tamil nadu",1,2
"3453",2019,"tamil nadu",2,1
"3454",2019,"tamil nadu",3,1
"3455",2019,"tamil nadu",5,1
"3456",2019,"tamil nadu",6,1
"3457",2019,"tamil nadu",10,1
"3458",2019,"tamil nadu",11,2
"3459",2019,"tamil nadu",12,2
"3460",2019,"tamil nadu",13,1
"3461",2019,"tamil nadu",15,2
"3462",2019,"tamil nadu",16,2
"3463",2019,"tamil nadu",17,3
"3464",2019,"tamil nadu",18,1
"3465",2019,"tamil nadu",19,1
"3466",2019,"tamil nadu",20,5
"3467",2019,"tamil nadu",22,1
"3468",2019,"tamil nadu",23,1
"3469",2019,"tamil nadu",24,2
"3470",2019,"tamil nadu",25,1
"3471",2019,"tamil nadu",31,1
"3472",2019,"tamil nadu",32,1
"3473",2019,"tamil nadu",33,1
"3474",2019,"tamil nadu",34,1
"3475",2019,"tamil nadu",35,2
"3476",2019,"tamil nadu",37,1
"3477",2019,"tamil nadu",38,1
"3478",2019,"telangana",1,1
"3479",2019,"telangana",3,1
"3480",2019,"telangana",4,1
"3481",2019,"telangana",7,2
"3482",2019,"telangana",8,2
"3483",2019,"telangana",13,1
"3484",2019,"telangana",14,1
"3485",2019,"tripura",1,2
"3486",2019,"uttar pradesh",1,4
"3487",2019,"uttar pradesh",2,2
"3488",2019,"uttar pradesh",3,2
"3489",2019,"uttar pradesh",4,2
"3490",2019,"uttar pradesh",6,4
"3491",2019,"uttar pradesh",7,2
"3492",2019,"uttar pradesh",8,1
"3493",2019,"uttar pradesh",9,1
"3494",2019,"uttar pradesh",10,4
"3495",2019,"uttar pradesh",11,6
"3496",2019,"uttar pradesh",12,3
"3497",2019,"uttar pradesh",13,7
"3498",2019,"uttar pradesh",14,1
"3499",2019,"uttar pradesh",15,1
"3500",2019,"uttar pradesh",18,3
"3501",2019,"uttar pradesh",19,2
"3502",2019,"uttar pradesh",20,3
"3503",2019,"uttar pradesh",21,2
"3504",2019,"uttar pradesh",23,2
"3505",2019,"uttar pradesh",24,3
"3506",2019,"uttar pradesh",25,3
"3507",2019,"uttar pradesh",26,2
"3508",2019,"uttar pradesh",27,1
"3509",2019,"uttar pradesh",28,3
"3510",2019,"uttar pradesh",29,1
"3511",2019,"uttar pradesh",30,1
"3512",2019,"uttar pradesh",31,3
"3513",2019,"uttar pradesh",32,4
"3514",2019,"uttar pradesh",33,2
"3515",2019,"uttar pradesh",34,4
"3516",2019,"uttar pradesh",35,3
"3517",2019,"uttar pradesh",36,3
"3518",2019,"uttar pradesh",37,2
"3519",2019,"uttar pradesh",38,3
"3520",2019,"uttar pradesh",39,2
"3521",2019,"uttar pradesh",40,10
"3522",2019,"uttar pradesh",42,1
"3523",2019,"uttar pradesh",43,3
"3524",2019,"uttar pradesh",44,5
"3525",2019,"uttar pradesh",45,1
"3526",2019,"uttar pradesh",46,1
"3527",2019,"uttar pradesh",49,2
"3528",2019,"uttar pradesh",50,2
"3529",2019,"uttar pradesh",53,5
"3530",2019,"uttar pradesh",54,2
"3531",2019,"uttar pradesh",55,6
"3532",2019,"uttar pradesh",58,1
"3533",2019,"uttar pradesh",59,3
"3534",2019,"uttar pradesh",63,1
"3535",2019,"uttar pradesh",64,4
"3536",2019,"uttar pradesh",65,2
"3537",2019,"uttar pradesh",66,2
"3538",2019,"uttar pradesh",67,2
"3539",2019,"uttar pradesh",69,2
"3540",2019,"uttar pradesh",70,1
"3541",2019,"uttar pradesh",71,1
"3542",2019,"uttar pradesh",73,1
"3543",2019,"uttar pradesh",74,2
"3544",2019,"uttar pradesh",76,3
"3545",2019,"uttar pradesh",77,1
"3546",2019,"uttar pradesh",78,1
"3547",2019,"uttar pradesh",80,1
"3548",2019,"uttarakhand",1,2
"3549",2019,"uttarakhand",3,1
"3550",2019,"uttarakhand",4,1
"3551",2019,"uttarakhand",5,3
"3552",2019,"west bengal",1,1
"3553",2019,"west bengal",5,1
"3554",2019,"west bengal",6,2
"3555",2019,"west bengal",8,1
"3556",2019,"west bengal",12,2
"3557",2019,"west bengal",17,1
"3558",2019,"west bengal",18,1
"3559",2019,"west bengal",23,1
"3560",2019,"west bengal",24,1
"3561",2019,"west bengal",25,1
"3562",2019,"west bengal",28,1
"3563",2019,"west bengal",29,1
"3564",2019,"west bengal",32,1
"3565",2019,"west bengal",38,1
"3566",2019,"west bengal",39,2
"3567",2019,"west bengal",42,3
