"","pc01_state_name","State_number_2001","PC_no_2001","year_el","total_lights_pc_avg"
"782","gujarat",24,25,"1996",37.6380668082123
"783","gujarat",24,25,"1998",38.6973892781169
"784","gujarat",24,25,"1999",37.580984459385
"785","gujarat",24,25,"2004",37.2220102725305
"786","gujarat",24,25,"2009",38.494999386513
"787","gujarat",24,26,"1994",15.6171108083191
"788","gujarat",24,26,"1996",16.4894904246025
"789","gujarat",24,26,"1998",17.1697153619931
"790","gujarat",24,26,"1999",17.4697527536326
"791","gujarat",24,26,"2004",18.2031926219797
"792","gujarat",24,26,"2009",22.3675532456678
"793","haryana",6,1,"1994",33.7200870218124
"794","haryana",6,1,"1996",34.5636895197571
"795","haryana",6,1,"1998",34.0863028964772
"796","haryana",6,1,"1999",35.339203786749
"797","haryana",6,1,"2004",35.9015805435328
"798","haryana",6,1,"2009",38.0315419165257
"799","haryana",6,2,"1994",26.0456108352355
"800","haryana",6,2,"1996",25.8783156875004
"801","haryana",6,2,"1998",25.0120342182039
"802","haryana",6,2,"1999",26.6416441677474
"803","haryana",6,2,"2004",27.5840221812193
"804","haryana",6,2,"2009",33.6362281670724
"805","haryana",6,3,"1994",20.9476254919498
"806","haryana",6,3,"1996",20.9549188923103
"807","haryana",6,3,"1998",21.274291936833
"808","haryana",6,3,"1999",21.9618860523837
"809","haryana",6,3,"2004",24.2682219779628
"810","haryana",6,3,"2009",29.8877000377662
"811","haryana",6,4,"1994",27.0529317980717
"812","haryana",6,4,"1996",27.9617678976622
"813","haryana",6,4,"1998",28.1832562071083
"814","haryana",6,4,"1999",29.7901778647329
"815","haryana",6,4,"2004",32.3734700320225
"816","haryana",6,4,"2009",37.2309445123863
"817","haryana",6,5,"1994",27.8416812228489
"818","haryana",6,5,"1996",28.912386407679
"819","haryana",6,5,"1998",28.7555862788511
"820","haryana",6,5,"1999",30.7134215512007
"821","haryana",6,5,"2004",34.7208125038901
"822","haryana",6,5,"2009",41.6340138881914
"823","haryana",6,6,"1994",16.0825576013569
"824","haryana",6,6,"1996",15.9373598055854
"825","haryana",6,6,"1998",14.923026269255
"826","haryana",6,6,"1999",17.2404287276464
"827","haryana",6,6,"2004",20.082314820337
"828","haryana",6,6,"2009",24.9772853871716
"829","haryana",6,7,"1994",15.508987935793
"830","haryana",6,7,"1996",15.3159154619341
"831","haryana",6,7,"1998",14.1629143764875
"832","haryana",6,7,"1999",16.5600412330885
"833","haryana",6,7,"2004",19.0352518980817
"834","haryana",6,7,"2009",26.6501138974432
"835","haryana",6,8,"1994",21.2301881900465
"836","haryana",6,8,"1996",21.3738624354927
"837","haryana",6,8,"1998",20.4751072695348
"838","haryana",6,8,"1999",22.5474582626278
"839","haryana",6,8,"2004",24.7843589060507
"840","haryana",6,8,"2009",31.102880912513
"841","haryana",6,9,"1994",24.4204038781424
"842","haryana",6,9,"1996",24.5755082535529
"843","haryana",6,9,"1998",24.0611518993171
"844","haryana",6,9,"1999",25.5221089729945
"845","haryana",6,9,"2004",27.6948788180181
"846","haryana",6,9,"2009",33.2433724995609
"847","haryana",6,10,"1994",15.973557674576
"848","haryana",6,10,"1996",14.986765399195
"849","haryana",6,10,"1998",14.5496888941898
"850","haryana",6,10,"1999",15.6894093962179
"851","haryana",6,10,"2004",17.8137271493651
"852","haryana",6,10,"2009",24.6176233764964
"853","himachal pradesh",2,1,"1994",4.33216735801362
"854","himachal pradesh",2,1,"1996",5.27424970357015
"855","himachal pradesh",2,1,"1998",6.7114781141665
"856","himachal pradesh",2,1,"1999",7.40661901494863
"857","himachal pradesh",2,1,"2004",9.30654285403432
"858","himachal pradesh",2,1,"2009",11.7383400652991
"859","himachal pradesh",2,2,"1994",4.19608759911073
"860","himachal pradesh",2,2,"1996",5.21620627839931
"861","himachal pradesh",2,2,"1998",7.3061562751274
"862","himachal pradesh",2,2,"1999",8.34141822542599
"863","himachal pradesh",2,2,"2004",10.5009417855668
"864","himachal pradesh",2,2,"2009",13.5702415292978
"865","himachal pradesh",2,3,"1994",3.23711269844385
"866","himachal pradesh",2,3,"1996",4.12342913501575
"867","himachal pradesh",2,3,"1998",5.5254990534419
"868","himachal pradesh",2,3,"1999",6.63559390230831
"869","himachal pradesh",2,3,"2004",8.47308574987829
"870","himachal pradesh",2,3,"2009",11.2025823082802
"871","himachal pradesh",2,4,"1994",5.10856072892534
"872","himachal pradesh",2,4,"1996",5.94344056287225
"873","himachal pradesh",2,4,"1998",7.92602515038083
"874","himachal pradesh",2,4,"1999",9.13484323606817
"875","himachal pradesh",2,4,"2004",12.1977761648471
"876","himachal pradesh",2,4,"2009",15.5979363579188
"877","jharkhand",20,1,"1994",1.04463464317882
"878","jharkhand",20,1,"1996",1.08138833432935
"879","jharkhand",20,1,"1998",1.36868011334929
"880","jharkhand",20,1,"1999",1.96869291779407
"881","jharkhand",20,1,"2004",2.8560347343364
"882","jharkhand",20,1,"2009",5.01552364723628
"883","jharkhand",20,2,"1994",2.57593541979724
"884","jharkhand",20,2,"1996",2.17452165619794
"885","jharkhand",20,2,"1998",2.20901339681452
"886","jharkhand",20,2,"1999",2.7980114080098
"887","jharkhand",20,2,"2004",3.30258756999844
"888","jharkhand",20,2,"2009",4.88448321477876
"889","jharkhand",20,3,"1994",0.683641271424755
"890","jharkhand",20,3,"1996",0.632028876613356
"891","jharkhand",20,3,"1998",0.611994282814743
"892","jharkhand",20,3,"1999",1.25778514178446
"893","jharkhand",20,3,"2004",1.93257065271401
"894","jharkhand",20,3,"2009",3.66291907057354
"895","jharkhand",20,4,"1994",23.3424544589346
"896","jharkhand",20,4,"1996",20.928202043248
"897","jharkhand",20,4,"1998",18.9831008103378
"898","jharkhand",20,4,"1999",19.8603825403048
"899","jharkhand",20,4,"2004",19.6658370452224
"900","jharkhand",20,4,"2009",23.3938333594168
"901","jharkhand",20,5,"1994",1.87312682922
"902","jharkhand",20,5,"1996",1.64879573288403
"903","jharkhand",20,5,"1998",1.98510381653661
"904","jharkhand",20,5,"1999",2.71662043681093
"905","jharkhand",20,5,"2004",3.60701133250721
"906","jharkhand",20,5,"2009",5.69723051411788
"907","jharkhand",20,6,"1994",15.3235585211159
"908","jharkhand",20,6,"1996",12.8124886426779
"909","jharkhand",20,6,"1998",12.0521330688078
"910","jharkhand",20,6,"1999",12.4206022126588
"911","jharkhand",20,6,"2004",12.6712341893149
"912","jharkhand",20,6,"2009",16.4980039951035
"913","jharkhand",20,7,"1994",5.37955763116861
"914","jharkhand",20,7,"1996",4.83074108541424
"915","jharkhand",20,7,"1998",4.63347471349078
"916","jharkhand",20,7,"1999",5.92478409322285
"917","jharkhand",20,7,"2004",7.24342935926813
"918","jharkhand",20,7,"2009",10.3730877196288
"919","jharkhand",20,8,"1994",2.00098096534976
"920","jharkhand",20,8,"1996",2.13283328139719
"921","jharkhand",20,8,"1998",2.2998196261163
"922","jharkhand",20,8,"1999",3.20473615934051
"923","jharkhand",20,8,"2004",4.77051023298831
"924","jharkhand",20,8,"2009",6.90008988558894
"925","jharkhand",20,9,"1994",20.7464334195378
"926","jharkhand",20,9,"1996",19.9308834233849
"927","jharkhand",20,9,"1998",19.4239098671399
"928","jharkhand",20,9,"1999",20.5357399974171
"929","jharkhand",20,9,"2004",21.9376174527565
"930","jharkhand",20,9,"2009",23.2509499599541
"931","jharkhand",20,10,"1994",7.02769906990776
"932","jharkhand",20,10,"1996",7.21052668918827
"933","jharkhand",20,10,"1998",8.32000797873186
"934","jharkhand",20,10,"1999",8.15432030724197
"935","jharkhand",20,10,"2004",8.83337220953513
"936","jharkhand",20,10,"2009",11.8078970255668
"937","jharkhand",20,11,"1994",21.9296411166069
"938","jharkhand",20,11,"1996",21.505566212158
"939","jharkhand",20,11,"1998",21.5420252347484
"940","jharkhand",20,11,"1999",22.257060719557
"941","jharkhand",20,11,"2004",23.7617872301245
"942","jharkhand",20,11,"2009",23.3386503801332
"943","jharkhand",20,12,"1994",16.8826392352075
"944","jharkhand",20,12,"1996",17.5071963859506
"945","jharkhand",20,12,"1998",18.0967573052468
"946","jharkhand",20,12,"1999",19.9341872279669
"947","jharkhand",20,12,"2004",24.4500579988482
"948","jharkhand",20,12,"2009",24.8224010014202
"949","jharkhand",20,13,"1994",0.518881413904285
"950","jharkhand",20,13,"1996",0.575484649871221
"951","jharkhand",20,13,"1998",0.598020975581206
"952","jharkhand",20,13,"1999",1.32459556976831
"953","jharkhand",20,13,"2004",1.80668051117989
"954","jharkhand",20,13,"2009",3.61860148038921
"955","jharkhand",20,14,"1994",29.455057980182
"956","jharkhand",20,14,"1996",27.1470045402222
"957","jharkhand",20,14,"1998",26.6299152520809
"958","jharkhand",20,14,"1999",26.4139204430915
"959","jharkhand",20,14,"2004",26.1605175438818
"960","jharkhand",20,14,"2009",29.5329856953794
"961","karnataka",29,1,"1994",7.14753539771985
"962","karnataka",29,1,"1996",7.802309765597
"963","karnataka",29,1,"1998",9.71890165306662
"964","karnataka",29,1,"1999",9.03315464030547
"965","karnataka",29,1,"2004",9.59372496270133
"966","karnataka",29,1,"2009",13.6026150954634
"967","karnataka",29,2,"1994",6.60092358217809
"968","karnataka",29,2,"1996",7.52841528589587
"969","karnataka",29,2,"1998",9.2616232203477
"970","karnataka",29,2,"1999",9.04849891927948
"971","karnataka",29,2,"2004",9.81314070261834
"972","karnataka",29,2,"2009",13.6394305922401
"973","karnataka",29,3,"1994",11.3098184797539
"974","karnataka",29,3,"1996",12.3225825103077
"975","karnataka",29,3,"1998",13.6539016657092
"976","karnataka",29,3,"1999",13.974933545245
"977","karnataka",29,3,"2004",15.5986920673953
"978","karnataka",29,3,"2009",19.5234436782529
"979","karnataka",29,4,"1994",8.87902049427331
"980","karnataka",29,4,"1996",9.80959089750082
"981","karnataka",29,4,"1998",10.9751563611502
"982","karnataka",29,4,"1999",11.6292556206031
"983","karnataka",29,4,"2004",13.1363093025036
"984","karnataka",29,4,"2009",17.322450482361
"985","karnataka",29,5,"1994",4.24977030543178
"986","karnataka",29,5,"1996",4.96171228079879
"987","karnataka",29,5,"1998",5.74657920600394
"988","karnataka",29,5,"1999",6.96493985738287
"989","karnataka",29,5,"2004",8.60002675575246
"990","karnataka",29,5,"2009",11.1132182769003
"991","karnataka",29,6,"1994",5.83723467238397
"992","karnataka",29,6,"1996",6.94025204819771
"993","karnataka",29,6,"1998",7.51320590452134
"994","karnataka",29,6,"1999",8.69081112158869
"995","karnataka",29,6,"2004",9.58358445589431
"996","karnataka",29,6,"2009",12.675552542151
"997","karnataka",29,7,"1994",9.38539508499211
"998","karnataka",29,7,"1996",9.45320771987867
"999","karnataka",29,7,"1998",10.0190274565353
"1000","karnataka",29,7,"1999",10.9476101248656
"1001","karnataka",29,7,"2004",11.6844430650892
"1002","karnataka",29,7,"2009",15.1524926383193
"1003","karnataka",29,8,"1994",9.95714483030637
"1004","karnataka",29,8,"1996",11.3589439523091
"1005","karnataka",29,8,"1998",12.4475274262037
"1006","karnataka",29,8,"1999",13.7960223266986
"1007","karnataka",29,8,"2004",15.7489134431757
"1008","karnataka",29,8,"2009",21.6340592927484
"1009","karnataka",29,9,"1994",7.42426022137795
"1010","karnataka",29,9,"1996",8.68652266119486
"1011","karnataka",29,9,"1998",9.29787056879054
"1012","karnataka",29,9,"1999",10.1438514431769
"1013","karnataka",29,9,"2004",10.9642695642966
"1014","karnataka",29,9,"2009",14.4118951617158
"1015","karnataka",29,10,"1994",24.6151750402274
"1016","karnataka",29,10,"1996",26.678752127455
"1017","karnataka",29,10,"1998",28.3730515802754
"1018","karnataka",29,10,"1999",29.5178568203197
"1019","karnataka",29,10,"2004",33.2335947011054
"1020","karnataka",29,10,"2009",41.5452456661716
"1021","karnataka",29,11,"1994",23.6969249303992
"1022","karnataka",29,11,"1996",24.2690508501448
"1023","karnataka",29,11,"1998",25.5588083881886
"1024","karnataka",29,11,"1999",26.3744392746605
"1025","karnataka",29,11,"2004",27.4940478917492
"1026","karnataka",29,11,"2009",27.7795244988495
"1027","karnataka",29,12,"1994",43.4650818827455
"1028","karnataka",29,12,"1996",45.4663448661845
"1029","karnataka",29,12,"1998",47.7850344728697
"1030","karnataka",29,12,"1999",49.1998586094097
"1031","karnataka",29,12,"2004",51.493255053275
"1032","karnataka",29,12,"2009",51.7585712099343
"1033","karnataka",29,13,"1994",57.8146122635255
"1034","karnataka",29,13,"1996",60.4520590683312
"1035","karnataka",29,13,"1998",63.7325234373524
"1036","karnataka",29,13,"1999",66.4482135243066
"1037","karnataka",29,13,"2004",69.0049097957843
"1038","karnataka",29,13,"2009",69.2251424754285
"1039","karnataka",29,14,"1994",41.4555405828264
"1040","karnataka",29,14,"1996",42.2269974115552
"1041","karnataka",29,14,"1998",43.5977653227763
"1042","karnataka",29,14,"1999",44.4821983793681
"1043","karnataka",29,14,"2004",46.3806373217452
"1044","karnataka",29,14,"2009",44.4170200616649
"1045","karnataka",29,15,"1994",3.73021762273498
"1046","karnataka",29,15,"1996",4.99569567814837
"1047","karnataka",29,15,"1998",6.53096580701543
"1048","karnataka",29,15,"1999",6.89118762922511
"1049","karnataka",29,15,"2004",7.60596002267789
"1050","karnataka",29,15,"2009",10.2511883167123
"1051","karnataka",29,16,"1994",19.1355261917327
"1052","karnataka",29,16,"1996",19.7299101179141
"1053","karnataka",29,16,"1998",20.3218203166527
"1054","karnataka",29,16,"1999",21.990717221196
"1055","karnataka",29,16,"2004",24.7184637896283
"1056","karnataka",29,16,"2009",26.1206999608914
"1057","karnataka",29,17,"1994",8.15302239743499
"1058","karnataka",29,17,"1996",8.9926342074737
"1059","karnataka",29,17,"1998",10.1670033394867
"1060","karnataka",29,17,"1999",10.7032526451555
"1061","karnataka",29,17,"2004",11.9158377220734
"1062","karnataka",29,17,"2009",15.0967989908691
"1063","karnataka",29,18,"1994",33.3109216574413
"1064","karnataka",29,18,"1996",34.423500932788
"1065","karnataka",29,18,"1998",35.6086586453931
"1066","karnataka",29,18,"1999",36.7642054751793
"1067","karnataka",29,18,"2004",38.629140259964
"1068","karnataka",29,18,"2009",39.7653286107758
"1069","karnataka",29,19,"1994",36.6018066096213
"1070","karnataka",29,19,"1996",37.8087338909067
"1071","karnataka",29,19,"1998",39.8711134345172
"1072","karnataka",29,19,"1999",40.8462632985685
"1073","karnataka",29,19,"2004",42.0962637369919
"1074","karnataka",29,19,"2009",40.548884770314
"1075","karnataka",29,20,"1994",7.71018525880436
"1076","karnataka",29,20,"1996",9.04777208825461
"1077","karnataka",29,20,"1998",9.74298298647402
"1078","karnataka",29,20,"1999",10.3823065277171
"1079","karnataka",29,20,"2004",11.7399012089619
"1080","karnataka",29,20,"2009",15.3546528118032
"1081","karnataka",29,21,"1994",5.97344223342871
"1082","karnataka",29,21,"1996",6.58848209064395
"1083","karnataka",29,21,"1998",7.20715578045572
"1084","karnataka",29,21,"1999",7.87860853922965
"1085","karnataka",29,21,"2004",8.20348100657537
"1086","karnataka",29,21,"2009",11.4944911053069
"1087","karnataka",29,22,"1994",9.83068854577057
"1088","karnataka",29,22,"1996",11.0740124578452
"1089","karnataka",29,22,"1998",11.9092027662899
"1090","karnataka",29,22,"1999",12.6663030361382
"1091","karnataka",29,22,"2004",13.4604572157574
"1092","karnataka",29,22,"2009",16.120849101497
"1093","karnataka",29,23,"1994",5.09863853366958
"1094","karnataka",29,23,"1996",5.86382906184171
"1095","karnataka",29,23,"1998",6.95815973470194
"1096","karnataka",29,23,"1999",7.60841949017665
"1097","karnataka",29,23,"2004",8.28448499840114
"1098","karnataka",29,23,"2009",10.3561140938939
"1099","karnataka",29,24,"1994",5.32595518306402
"1100","karnataka",29,24,"1996",6.11535105289458
"1101","karnataka",29,24,"1998",7.32832729365202
"1102","karnataka",29,24,"1999",7.91302606848499
"1103","karnataka",29,24,"2004",8.81487651579705
"1104","karnataka",29,24,"2009",11.2521169840539
"1105","karnataka",29,25,"1994",6.89020002737407
"1106","karnataka",29,25,"1996",7.74428047065719
"1107","karnataka",29,25,"1998",9.07546914120453
"1108","karnataka",29,25,"1999",9.20191899987399
"1109","karnataka",29,25,"2004",10.2953915599676
"1110","karnataka",29,25,"2009",13.0854567374235
"1111","karnataka",29,26,"1994",8.03588951690406
"1112","karnataka",29,26,"1996",9.31686165890876
"1113","karnataka",29,26,"1998",10.580436232498
"1114","karnataka",29,26,"1999",10.8980774763851
"1115","karnataka",29,26,"2004",11.9679468207982
"1116","karnataka",29,26,"2009",15.234668754755
"1117","karnataka",29,27,"1994",8.01777838681271
"1118","karnataka",29,27,"1996",9.07850756288591
"1119","karnataka",29,27,"1998",11.1649592519904
"1120","karnataka",29,27,"1999",10.7524638925539
"1121","karnataka",29,27,"2004",11.7877257239955
"1122","karnataka",29,27,"2009",15.5939799073618
"1123","karnataka",29,28,"1994",5.80457003979264
"1124","karnataka",29,28,"1996",6.61962063410707
"1125","karnataka",29,28,"1998",8.38478428498411
"1126","karnataka",29,28,"1999",8.40511710725682
"1127","karnataka",29,28,"2004",9.61357417965787
"1128","karnataka",29,28,"2009",12.965299090343
"1129","kerala",32,1,"1994",8.40740061711744
"1130","kerala",32,1,"1996",10.4136950142383
"1131","kerala",32,1,"1998",12.8283845260567
"1132","kerala",32,1,"1999",11.7052649349077
"1133","kerala",32,1,"2004",12.0607086750162
"1134","kerala",32,1,"2009",14.5374282796432
"1135","kerala",32,2,"1994",20.465562651181
"1136","kerala",32,2,"1996",21.4512119619689
"1137","kerala",32,2,"1998",22.9586402830992
"1138","kerala",32,2,"1999",21.2000258558983
"1139","kerala",32,2,"2004",20.8437396245219
"1140","kerala",32,2,"2009",23.9873179849929
"1141","kerala",32,3,"1994",13.3370809934395
"1142","kerala",32,3,"1996",13.1629175673826
"1143","kerala",32,3,"1998",13.2000241953431
"1144","kerala",32,3,"1999",13.9802334400537
"1145","kerala",32,3,"2004",14.7491387870391
"1146","kerala",32,3,"2009",18.3294116328271
"1147","kerala",32,4,"1994",25.6999071048933
"1148","kerala",32,4,"1996",24.4677589471715
"1149","kerala",32,4,"1998",25.8029623304674
"1150","kerala",32,4,"1999",25.1003265594467
"1151","kerala",32,4,"2004",26.44444689191
"1152","kerala",32,4,"2009",30.253625963527
"1153","kerala",32,5,"1994",26.2791112111223
"1154","kerala",32,5,"1996",25.2299643642301
"1155","kerala",32,5,"1998",26.1572185661226
"1156","kerala",32,5,"1999",25.8734681230618
"1157","kerala",32,5,"2004",27.0734787746346
"1158","kerala",32,5,"2009",31.4699202802655
"1159","kerala",32,6,"1994",14.1216457519823
"1160","kerala",32,6,"1996",13.8741592147264
"1161","kerala",32,6,"1998",14.0549588671215
"1162","kerala",32,6,"1999",15.2199680764254
"1163","kerala",32,6,"2004",16.1597651774659
"1164","kerala",32,6,"2009",20.0417695562597
"1165","kerala",32,7,"1994",18.1551955554529
"1166","kerala",32,7,"1996",16.7219682699055
"1167","kerala",32,7,"1998",16.9625329305643
"1168","kerala",32,7,"1999",17.5972848533326
"1169","kerala",32,7,"2004",18.6116278012865
"1170","kerala",32,7,"2009",22.6440742615626
"1171","kerala",32,8,"1994",18.3133580833397
"1172","kerala",32,8,"1996",17.098854505334
"1173","kerala",32,8,"1998",18.2708530009805
"1174","kerala",32,8,"1999",17.979819965705
"1175","kerala",32,8,"2004",19.3211411731725
"1176","kerala",32,8,"2009",23.3210878313026
"1177","kerala",32,9,"1994",18.8199291246092
"1178","kerala",32,9,"1996",16.8784938362561
"1179","kerala",32,9,"1998",17.6233547311639
"1180","kerala",32,9,"1999",18.9071915766368
"1181","kerala",32,9,"2004",20.168894813783
"1182","kerala",32,9,"2009",23.4406304702372
"1183","kerala",32,10,"1994",33.1451760348012
"1184","kerala",32,10,"1996",31.2739577759229
"1185","kerala",32,10,"1998",32.5755238104605
"1186","kerala",32,10,"1999",32.412990499162
"1187","kerala",32,10,"2004",33.2968451718201
"1188","kerala",32,10,"2009",35.8716070506176
"1189","kerala",32,11,"1994",35.0601450055452
"1190","kerala",32,11,"1996",33.538343778427
"1191","kerala",32,11,"1998",34.1701314277349
"1192","kerala",32,11,"1999",33.2894060761464
"1193","kerala",32,11,"2004",34.1486570710712
"1194","kerala",32,11,"2009",36.6498639390069
"1195","kerala",32,12,"1994",14.960639685473
"1196","kerala",32,12,"1996",13.8102636309647
"1197","kerala",32,12,"1998",15.1075460040961
"1198","kerala",32,12,"1999",14.7056256271162
"1199","kerala",32,12,"2004",14.2831190908952
"1200","kerala",32,12,"2009",17.7975607007966
"1201","kerala",32,13,"1994",23.2044189129291
"1202","kerala",32,13,"1996",20.7463811012815
"1203","kerala",32,13,"1998",21.6788275476269
"1204","kerala",32,13,"1999",21.1680376488515
"1205","kerala",32,13,"2004",19.7954361543972
"1206","kerala",32,13,"2009",23.6572942297706
"1207","kerala",32,14,"1994",25.7713910560202
"1208","kerala",32,14,"1996",23.328284187701
"1209","kerala",32,14,"1998",25.5674404820017
"1210","kerala",32,14,"1999",25.1974725872761
"1211","kerala",32,14,"2004",24.3750815212199
"1212","kerala",32,14,"2009",28.67907699472
"1213","kerala",32,15,"1994",24.0198244267332
"1214","kerala",32,15,"1996",21.7748420985911
"1215","kerala",32,15,"1998",23.0750400829993
"1216","kerala",32,15,"1999",21.6609541671583
"1217","kerala",32,15,"2004",20.5269042206667
"1218","kerala",32,15,"2009",24.5314366702532
"1219","kerala",32,16,"1994",18.4211874770351
"1220","kerala",32,16,"1996",16.4906024461498
"1221","kerala",32,16,"1998",18.439317489129
"1222","kerala",32,16,"1999",17.6101393438625
"1223","kerala",32,16,"2004",17.2134137211479
"1224","kerala",32,16,"2009",21.1571298362151
"1225","kerala",32,17,"1994",25.6865753640318
"1226","kerala",32,17,"1996",21.5790669580081
"1227","kerala",32,17,"1998",24.7270630477614
"1228","kerala",32,17,"1999",24.027629543842
"1229","kerala",32,17,"2004",25.4094085521299
"1230","kerala",32,17,"2009",29.8323995755766
"1231","kerala",32,18,"1994",18.2189474774224
"1232","kerala",32,18,"1996",15.6196430762595
"1233","kerala",32,18,"1998",17.6714198284847
"1234","kerala",32,18,"1999",17.4729883699054
"1235","kerala",32,18,"2004",18.3678563425367
"1236","kerala",32,18,"2009",22.2128549686618
"1237","kerala",32,19,"1994",27.3875009954015
"1238","kerala",32,19,"1996",23.7095927977046
"1239","kerala",32,19,"1998",27.4032449944418
"1240","kerala",32,19,"1999",29.0058847924018
"1241","kerala",32,19,"2004",31.086115507562
"1242","kerala",32,19,"2009",37.3013531582922
"1243","kerala",32,20,"1994",12.1732696771871
"1244","kerala",32,20,"1996",10.2233673972963
"1245","kerala",32,20,"1998",8.2225486154129
"1246","kerala",32,20,"1999",9.1688878819047
"1247","kerala",32,20,"2004",8.49192615631146
"1248","kerala",32,20,"2009",11.0013649796795
"1249","madhya pradesh",23,1,"1994",13.4008776463772
"1250","madhya pradesh",23,1,"1996",12.3498548888316
"1251","madhya pradesh",23,1,"1998",11.1193300305276
"1252","madhya pradesh",23,1,"1999",11.6267951592026
"1253","madhya pradesh",23,1,"2004",12.1932721398294
"1254","madhya pradesh",23,1,"2009",12.9230376291812
"1255","madhya pradesh",23,2,"1994",7.65053479143679
"1256","madhya pradesh",23,2,"1996",6.71412359842868
"1257","madhya pradesh",23,2,"1998",5.23882638920409
"1258","madhya pradesh",23,2,"1999",5.5730690266574
"1259","madhya pradesh",23,2,"2004",5.05777234098992
"1260","madhya pradesh",23,2,"2009",6.30947838537612
"1261","madhya pradesh",23,3,"1994",6.19420117375999
"1262","madhya pradesh",23,3,"1996",5.41794843732568
"1263","madhya pradesh",23,3,"1998",4.95235047275024
"1264","madhya pradesh",23,3,"1999",4.94408881919061
"1265","madhya pradesh",23,3,"2004",4.70299013736904
"1266","madhya pradesh",23,3,"2009",6.20754833644588
"1267","madhya pradesh",23,4,"1994",5.06769380243922
"1268","madhya pradesh",23,4,"1996",4.33322913595871
"1269","madhya pradesh",23,4,"1998",4.56117830544299
"1270","madhya pradesh",23,4,"1999",4.18911319274225
"1271","madhya pradesh",23,4,"2004",3.65171496408293
"1272","madhya pradesh",23,4,"2009",6.71147495664978
"1273","madhya pradesh",23,5,"1994",9.25369132585763
"1274","madhya pradesh",23,5,"1996",8.54984069763243
"1275","madhya pradesh",23,5,"1998",9.15381373547763
"1276","madhya pradesh",23,5,"1999",7.25363919973604
"1277","madhya pradesh",23,5,"2004",5.88991225030069
"1278","madhya pradesh",23,5,"2009",8.22031138540872
"1279","madhya pradesh",23,6,"1994",3.68584224753966
"1280","madhya pradesh",23,6,"1996",2.96568051223081
"1281","madhya pradesh",23,6,"1998",3.2742430253898
"1282","madhya pradesh",23,6,"1999",3.24208470987662
"1283","madhya pradesh",23,6,"2004",2.80018941169417
"1284","madhya pradesh",23,6,"2009",4.55178163831881
"1285","madhya pradesh",23,7,"1994",6.15785559536547
"1286","madhya pradesh",23,7,"1996",5.18924786675277
"1287","madhya pradesh",23,7,"1998",5.10679286401268
"1288","madhya pradesh",23,7,"1999",4.7761974520222
"1289","madhya pradesh",23,7,"2004",4.39423781167506
"1290","madhya pradesh",23,7,"2009",6.91421691326781
"1291","madhya pradesh",23,8,"1994",9.09816078861689
"1292","madhya pradesh",23,8,"1996",8.23593977023893
"1293","madhya pradesh",23,8,"1998",8.73059665318047
"1294","madhya pradesh",23,8,"1999",7.47853436817685
"1295","madhya pradesh",23,8,"2004",6.22667937579606
"1296","madhya pradesh",23,8,"2009",8.40370153648899
"1297","madhya pradesh",23,9,"1994",4.8330828947536
"1298","madhya pradesh",23,9,"1996",4.49370653823836
"1299","madhya pradesh",23,9,"1998",4.80076580426205
"1300","madhya pradesh",23,9,"1999",4.38558595577274
"1301","madhya pradesh",23,9,"2004",3.72708999646713
"1302","madhya pradesh",23,9,"2009",6.11238104110799
"1303","madhya pradesh",23,10,"1994",4.52304519264334
"1304","madhya pradesh",23,10,"1996",3.96755906320782
"1305","madhya pradesh",23,10,"1998",4.11775364276945
"1306","madhya pradesh",23,10,"1999",3.89826131317992
"1307","madhya pradesh",23,10,"2004",3.94244295642551
"1308","madhya pradesh",23,10,"2009",6.67915190798346
"1309","madhya pradesh",23,11,"1994",12.4738456370617
"1310","madhya pradesh",23,11,"1996",12.2002928238889
"1311","madhya pradesh",23,11,"1998",12.8052328612737
"1312","madhya pradesh",23,11,"1999",11.171304322308
"1313","madhya pradesh",23,11,"2004",9.83238976696118
"1314","madhya pradesh",23,11,"2009",12.0551471610939
"1315","madhya pradesh",23,12,"1994",3.55105260171343
"1316","madhya pradesh",23,12,"1996",3.47616592966491
"1317","madhya pradesh",23,12,"1998",3.67491232246274
"1318","madhya pradesh",23,12,"1999",3.81102980962766
"1319","madhya pradesh",23,12,"2004",3.48743497937084
"1320","madhya pradesh",23,12,"2009",5.49099991774813
"1321","madhya pradesh",23,13,"1994",34.5221774748273
"1322","madhya pradesh",23,13,"1996",37.2057461316172
"1323","madhya pradesh",23,13,"1998",38.8738685180445
"1324","madhya pradesh",23,13,"1999",35.738820220158
"1325","madhya pradesh",23,13,"2004",37.1209258909458
"1326","madhya pradesh",23,13,"2009",39.2604441130515
"1327","madhya pradesh",23,14,"1994",12.8310151313051
"1328","madhya pradesh",23,14,"1996",12.3933109002432
"1329","madhya pradesh",23,14,"1998",13.6563758621179
"1330","madhya pradesh",23,14,"1999",11.2986662269483
"1331","madhya pradesh",23,14,"2004",10.2550502668895
"1332","madhya pradesh",23,14,"2009",11.3728657599622
"1333","madhya pradesh",23,15,"1994",6.41661384547273
"1334","madhya pradesh",23,15,"1996",6.18315167620626
"1335","madhya pradesh",23,15,"1998",6.55368383338658
"1336","madhya pradesh",23,15,"1999",6.18982368226965
"1337","madhya pradesh",23,15,"2004",5.67837954457615
"1338","madhya pradesh",23,15,"2009",7.79797100243818
"1339","madhya pradesh",23,16,"1994",5.47182843447574
